grupo,idioma,linea,atributos_completos
PRICES,es,1599,"{""tag"":""img"",""line"":1599,""alt"":""Logotipo de RSB Rental Scooter Barcelona"",""decoding"":""async"",""height"":""44"",""loading"":""lazy"",""sizes"":""44px"",""src"":""https://rentalscooterbarcelona.com/images/rsb-barcelona-rental-logo-2-88-v1.webp"",""srcset"":""https://rentalscooterbarcelona.com/images/rsb-barcelona-rental-logo-2-88-v1.webp 88w, https://rentalscooterbarcelona.com/images/rsb-barcelona-rental-logo-2-140-v1.webp 140w"",""width"":""44""}"
PRICES,fr,1255,"{""tag"":""img"",""line"":1255,""alt"":""Logo de RSB Rental Scooter Barcelona"",""decoding"":""async"",""height"":""70"",""sizes"":""70px"",""src"":""https://rentalscooterbarcelona.com/images/rsb-barcelona-rental-logo-2-140-v1.webp"",""srcset"":""https://rentalscooterbarcelona.com/images/rsb-barcelona-rental-logo-2-88-v1.webp 88w, https://rentalscooterbarcelona.com/images/rsb-barcelona-rental-logo-2-140-v1.webp 140w"",""width"":""70""}"
PRICES,fr,1335,"{""tag"":""img"",""line"":1335,""alt"":""Groupe profitant de la location de scooter, rollers en ligne, vélos, skateboard et longboard sur la plage de la Barceloneta à Barcelone"",""class"":""hero-photo zoom"",""decoding"":""async"",""fetchpriority"":""high"",""height"":""449"",""loading"":""eager"",""sizes"":""100vw"",""src"":""https://rentalscooterbarcelona.com/images/rsb-barcelona-rental-hero-group-beach-800-v1.webp"",""srcset"":""https://rentalscooterbarcelona.com/images/rsb-barcelona-rental-hero-group-beach-480-v1.webp 480w, https://rentalscooterbarcelona.com/images/rsb-barcelona-rental-hero-group-beach-800-v1.webp 800w, https://rentalscooterbarcelona.com/images/rsb-barcelona-rental-hero-group-beach-1600-v1.webp 1600w"",""width"":""800""}"
PRICES,fr,1390,"{""tag"":""img"",""line"":1390,""alt"":""Location de scooter à Barcelone près de Port Olímpic et de Vila Olímpica"",""class"":""service-photo-scooter"",""decoding"":""async"",""height"":""533"",""loading"":""lazy"",""sizes"":""(max-width: 1024px) 96vw, 860px"",""src"":""https://rentalscooterbarcelona.com/images/rsb-scooter-rental-barcelona-vila-olimpica-800.webp"",""width"":""800""}"
PRICES,fr,1400,"{""tag"":""img"",""line"":1400,""alt"":""Location de rollers en ligne à Barcelone en front de mer près de Vila Olímpica"",""class"":""service-photo-inline"",""decoding"":""async"",""height"":""533"",""loading"":""lazy"",""sizes"":""(max-width: 1024px) 96vw, 860px"",""src"":""https://rentalscooterbarcelona.com/images/rsb-inline-skates-family-barcelona-beach-800-v1.webp"",""srcset"":""https://rentalscooterbarcelona.com/images/rsb-inline-skates-family-barcelona-beach-480-v1.webp 480w, https://rentalscooterbarcelona.com/images/rsb-inline-skates-family-barcelona-beach-800-v1.webp 800w"",""width"":""800""}"
PRICES,fr,1410,"{""tag"":""img"",""line"":1410,""alt"":""Location de vélos urbains à Vila Olímpica, Barcelone"",""class"":""service-photo-bike"",""decoding"":""async"",""height"":""533"",""loading"":""lazy"",""sizes"":""(max-width: 1024px) 96vw, 860px"",""src"":""https://rentalscooterbarcelona.com/images/rsb-bike-rental-barcelona-vila-olimpica-800.webp"",""width"":""800""}"
PRICES,fr,1419,"{""tag"":""img"",""line"":1419,""alt"":""Location de rollers classiques à Barcelone près de Port Olímpic et de la Barceloneta"",""class"":""service-photo-quad"",""decoding"":""async"",""height"":""711"",""loading"":""lazy"",""sizes"":""(max-width: 1024px) 96vw, 860px"",""src"":""https://rentalscooterbarcelona.com/images/rsb-roller-skates-rental-barcelona-port-olimpic-480-v1.webp"",""srcset"":""https://rentalscooterbarcelona.com/images/rsb-roller-skates-rental-barcelona-port-olimpic-480-v1.webp 480w, https://rentalscooterbarcelona.com/images/rsb-roller-skates-rental-barcelona-port-olimpic-800-v1.webp 800w"",""width"":""800""}"
PRICES,fr,1429,"{""tag"":""img"",""line"":1429,""alt"":""Location de skateboard et longboard à Barcelone près de Port Olímpic"",""class"":""service-photo-board"",""decoding"":""async"",""height"":""533"",""loading"":""lazy"",""sizes"":""(max-width: 1024px) 96vw, 860px"",""src"":""https://rentalscooterbarcelona.com/images/rsb-skateboard-rental-barcelona-vila-olimpica-800.webp"",""width"":""800""}"
PRICES,fr,1441,"{""tag"":""img"",""line"":1441,""alt"":""Boutique RSB Rental Scooter Barcelona à Vila Olímpica près de Port Olímpic et de la Barceloneta"",""decoding"":""async"",""height"":""800"",""loading"":""lazy"",""sizes"":""(max-width: 640px) 92vw, (max-width: 1024px) 86vw, 980px"",""src"":""https://rentalscooterbarcelona.com/images/rsb-barcelona-rental-shop-interior-inline-skates-bike-vila-olimpica-640.webp"",""srcset"":""https://rentalscooterbarcelona.com/images/rsb-barcelona-rental-shop-interior-inline-skates-bike-vila-olimpica-640.webp 640w, https://rentalscooterbarcelona.com/images/rsb-barcelona-rental-shop-interior-inline-skates-bike-vila-olimpica-1200.webp 1200w"",""width"":""1200""}"
PRICES,fr,1479,"{""tag"":""img"",""line"":1479,""alt"":""Boutique de location de vélos RSB à Vila Olímpica, Barcelone"",""decoding"":""async"",""height"":""675"",""loading"":""lazy"",""sizes"":""(max-width: 1024px) 96vw, 860px"",""src"":""https://rentalscooterbarcelona.com/images/rsb-bike-rental-shop-olympic-village-barcelona.webp"",""width"":""1200""}"
PRICES,fr,1557,"{""tag"":""img"",""line"":1557,""alt"":""Location de scooter, vélos, rollers en ligne, skateboard et longboard près de la plage de la Barceloneta à Barcelone"",""decoding"":""async"",""height"":""899"",""loading"":""lazy"",""sizes"":""(max-width: 768px) 94vw, 980px"",""src"":""https://rentalscooterbarcelona.com/images/rsb-barcelona-rental-hero-group-beach-800-v1.webp"",""srcset"":""https://rentalscooterbarcelona.com/images/rsb-barcelona-rental-hero-group-beach-480-v1.webp 480w, https://rentalscooterbarcelona.com/images/rsb-barcelona-rental-hero-group-beach-800-v1.webp 800w, https://rentalscooterbarcelona.com/images/rsb-barcelona-rental-hero-group-beach-1600-v1.webp 1600w"",""width"":""1600""}"
PRICES,fr,1584,"{""tag"":""img"",""line"":1584,""alt"":""Logo de RSB Rental Scooter Barcelona"",""decoding"":""async"",""height"":""44"",""loading"":""lazy"",""sizes"":""44px"",""src"":""https://rentalscooterbarcelona.com/images/rsb-barcelona-rental-logo-2-88-v1.webp"",""srcset"":""https://rentalscooterbarcelona.com/images/rsb-barcelona-rental-logo-2-88-v1.webp 88w, https://rentalscooterbarcelona.com/images/rsb-barcelona-rental-logo-2-140-v1.webp 140w"",""width"":""44""}"
PRICES,it,1254,"{""tag"":""img"",""line"":1254,""alt"":""Logo di RSB Rental Scooter Barcelona"",""decoding"":""async"",""height"":""70"",""sizes"":""70px"",""src"":""https://rentalscooterbarcelona.com/images/rsb-barcelona-rental-logo-2-140-v1.webp"",""srcset"":""https://rentalscooterbarcelona.com/images/rsb-barcelona-rental-logo-2-88-v1.webp 88w, https://rentalscooterbarcelona.com/images/rsb-barcelona-rental-logo-2-140-v1.webp 140w"",""width"":""70""}"
PRICES,it,1340,"{""tag"":""img"",""line"":1340,""alt"":""Gruppo che si gode il noleggio di scooter, biciclette, pattini in linea, skateboard e longboard sulla spiaggia della Barceloneta a Barcellona"",""class"":""hero-photo zoom"",""decoding"":""async"",""fetchpriority"":""high"",""height"":""449"",""loading"":""eager"",""sizes"":""100vw"",""src"":""https://rentalscooterbarcelona.com/images/rsb-barcelona-rental-hero-group-beach-800-v1.webp"",""srcset"":""https://rentalscooterbarcelona.com/images/rsb-barcelona-rental-hero-group-beach-480-v1.webp 480w, https://rentalscooterbarcelona.com/images/rsb-barcelona-rental-hero-group-beach-800-v1.webp 800w, https://rentalscooterbarcelona.com/images/rsb-barcelona-rental-hero-group-beach-1600-v1.webp 1600w"",""width"":""800""}"
PRICES,it,1395,"{""tag"":""img"",""line"":1395,""alt"":""Noleggio scooter a Barcellona vicino a Port Olímpic e Vila Olímpica"",""class"":""service-photo-scooter"",""decoding"":""async"",""height"":""533"",""loading"":""lazy"",""sizes"":""(max-width: 1024px) 96vw, 860px"",""src"":""https://rentalscooterbarcelona.com/images/rsb-scooter-rental-barcelona-vila-olimpica-800.webp"",""width"":""800""}"
PRICES,it,1405,"{""tag"":""img"",""line"":1405,""alt"":""Noleggio pattini in linea a Barcellona sul lungomare vicino a Vila Olímpica"",""class"":""service-photo-inline"",""decoding"":""async"",""height"":""533"",""loading"":""lazy"",""sizes"":""(max-width: 1024px) 96vw, 860px"",""src"":""https://rentalscooterbarcelona.com/images/rsb-inline-skates-family-barcelona-beach-800-v1.webp"",""srcset"":""https://rentalscooterbarcelona.com/images/rsb-inline-skates-family-barcelona-beach-480-v1.webp 480w, https://rentalscooterbarcelona.com/images/rsb-inline-skates-family-barcelona-beach-800-v1.webp 800w"",""width"":""800""}"
PRICES,it,1415,"{""tag"":""img"",""line"":1415,""alt"":""Noleggio di city bike a Vila Olímpica, Barcellona"",""class"":""service-photo-bike"",""decoding"":""async"",""height"":""533"",""loading"":""lazy"",""sizes"":""(max-width: 1024px) 96vw, 860px"",""src"":""https://rentalscooterbarcelona.com/images/rsb-bike-rental-barcelona-vila-olimpica-800.webp"",""width"":""800""}"
PRICES,it,1424,"{""tag"":""img"",""line"":1424,""alt"":""Noleggio pattini a rotelle a Barcellona vicino a Port Olímpic e alla Barceloneta"",""class"":""service-photo-quad"",""decoding"":""async"",""height"":""711"",""loading"":""lazy"",""sizes"":""(max-width: 1024px) 96vw, 860px"",""src"":""https://rentalscooterbarcelona.com/images/rsb-roller-skates-rental-barcelona-port-olimpic-480-v1.webp"",""srcset"":""https://rentalscooterbarcelona.com/images/rsb-roller-skates-rental-barcelona-port-olimpic-480-v1.webp 480w, https://rentalscooterbarcelona.com/images/rsb-roller-skates-rental-barcelona-port-olimpic-800-v1.webp 800w"",""width"":""800""}"
PRICES,it,1434,"{""tag"":""img"",""line"":1434,""alt"":""Noleggio skateboard e longboard a Barcellona vicino a Port Olímpic"",""class"":""service-photo-board"",""decoding"":""async"",""height"":""533"",""loading"":""lazy"",""sizes"":""(max-width: 1024px) 96vw, 860px"",""src"":""https://rentalscooterbarcelona.com/images/rsb-skateboard-rental-barcelona-vila-olimpica-800.webp"",""width"":""800""}"
PRICES,it,1446,"{""tag"":""img"",""line"":1446,""alt"":""Negozio RSB Rental Scooter Barcelona a Vila Olímpica vicino a Port Olímpic e alla Barceloneta"",""decoding"":""async"",""height"":""800"",""loading"":""lazy"",""sizes"":""(max-width: 640px) 92vw, (max-width: 1024px) 86vw, 980px"",""src"":""https://rentalscooterbarcelona.com/images/rsb-barcelona-rental-shop-interior-inline-skates-bike-vila-olimpica-640.webp"",""srcset"":""https://rentalscooterbarcelona.com/images/rsb-barcelona-rental-shop-interior-inline-skates-bike-vila-olimpica-640.webp 640w, https://rentalscooterbarcelona.com/images/rsb-barcelona-rental-shop-interior-inline-skates-bike-vila-olimpica-1200.webp 1200w"",""width"":""1200""}"
PRICES,it,1484,"{""tag"":""img"",""line"":1484,""alt"":""Negozio di noleggio biciclette RSB a Vila Olímpica, Barcellona"",""decoding"":""async"",""height"":""675"",""loading"":""lazy"",""sizes"":""(max-width: 1024px) 96vw, 860px"",""src"":""https://rentalscooterbarcelona.com/images/rsb-bike-rental-shop-olympic-village-barcelona.webp"",""width"":""1200""}"
PRICES,it,1562,"{""tag"":""img"",""line"":1562,""alt"":""Noleggio di scooter, biciclette, pattini in linea, skateboard e longboard vicino alla spiaggia della Barceloneta a Barcellona"",""decoding"":""async"",""height"":""899"",""loading"":""lazy"",""sizes"":""(max-width: 768px) 94vw, 980px"",""src"":""https://rentalscooterbarcelona.com/images/rsb-barcelona-rental-hero-group-beach-800-v1.webp"",""srcset"":""https://rentalscooterbarcelona.com/images/rsb-barcelona-rental-hero-group-beach-480-v1.webp 480w, https://rentalscooterbarcelona.com/images/rsb-barcelona-rental-hero-group-beach-800-v1.webp 800w, https://rentalscooterbarcelona.com/images/rsb-barcelona-rental-hero-group-beach-1600-v1.webp 1600w"",""width"":""1600""}"
PRICES,it,1589,"{""tag"":""img"",""line"":1589,""alt"":""Logo di RSB Rental Scooter Barcelona"",""decoding"":""async"",""height"":""44"",""loading"":""lazy"",""sizes"":""44px"",""src"":""https://rentalscooterbarcelona.com/images/rsb-barcelona-rental-logo-2-88-v1.webp"",""srcset"":""https://rentalscooterbarcelona.com/images/rsb-barcelona-rental-logo-2-88-v1.webp 88w, https://rentalscooterbarcelona.com/images/rsb-barcelona-rental-logo-2-140-v1.webp 140w"",""width"":""44""}"
PRICES,de,1253,"{""tag"":""img"",""line"":1253,""alt"":""Logo von RSB Rental Scooter Barcelona"",""decoding"":""async"",""height"":""70"",""sizes"":""70px"",""src"":""https://rentalscooterbarcelona.com/images/rsb-barcelona-rental-logo-2-140-v1.webp"",""srcset"":""https://rentalscooterbarcelona.com/images/rsb-barcelona-rental-logo-2-88-v1.webp 88w, https://rentalscooterbarcelona.com/images/rsb-barcelona-rental-logo-2-140-v1.webp 140w"",""width"":""70""}"
PRICES,de,1333,"{""tag"":""img"",""line"":1333,""alt"":""Gruppe mit Scooter-, Fahrrad-, Inlineskates-, Skateboard- und Longboard-Verleih am Strand der Barceloneta in Barcelona"",""class"":""hero-photo zoom"",""decoding"":""async"",""fetchpriority"":""high"",""height"":""449"",""loading"":""eager"",""sizes"":""100vw"",""src"":""https://rentalscooterbarcelona.com/images/rsb-barcelona-rental-hero-group-beach-800-v1.webp"",""srcset"":""https://rentalscooterbarcelona.com/images/rsb-barcelona-rental-hero-group-beach-480-v1.webp 480w, https://rentalscooterbarcelona.com/images/rsb-barcelona-rental-hero-group-beach-800-v1.webp 800w, https://rentalscooterbarcelona.com/images/rsb-barcelona-rental-hero-group-beach-1600-v1.webp 1600w"",""width"":""800""}"
PRICES,de,1388,"{""tag"":""img"",""line"":1388,""alt"":""Scooterverleih in Barcelona nahe Port Olímpic und Vila Olímpica"",""class"":""service-photo-scooter"",""decoding"":""async"",""height"":""533"",""loading"":""lazy"",""sizes"":""(max-width: 1024px) 96vw, 860px"",""src"":""https://rentalscooterbarcelona.com/images/rsb-scooter-rental-barcelona-vila-olimpica-800.webp"",""width"":""800""}"
PRICES,de,1398,"{""tag"":""img"",""line"":1398,""alt"":""Inlineskates-Verleih in Barcelona an der Strandpromenade nahe Vila Olímpica"",""class"":""service-photo-inline"",""decoding"":""async"",""height"":""533"",""loading"":""lazy"",""sizes"":""(max-width: 1024px) 96vw, 860px"",""src"":""https://rentalscooterbarcelona.com/images/rsb-inline-skates-family-barcelona-beach-800-v1.webp"",""srcset"":""https://rentalscooterbarcelona.com/images/rsb-inline-skates-family-barcelona-beach-480-v1.webp 480w, https://rentalscooterbarcelona.com/images/rsb-inline-skates-family-barcelona-beach-800-v1.webp 800w"",""width"":""800""}"
PRICES,de,1408,"{""tag"":""img"",""line"":1408,""alt"":""Citybike-Verleih in Vila Olímpica, Barcelona"",""class"":""service-photo-bike"",""decoding"":""async"",""height"":""533"",""loading"":""lazy"",""sizes"":""(max-width: 1024px) 96vw, 860px"",""src"":""https://rentalscooterbarcelona.com/images/rsb-bike-rental-barcelona-vila-olimpica-800.webp"",""width"":""800""}"
PRICES,de,1417,"{""tag"":""img"",""line"":1417,""alt"":""Rollschuhverleih in Barcelona nahe Port Olímpic und Barceloneta"",""class"":""service-photo-quad"",""decoding"":""async"",""height"":""711"",""loading"":""lazy"",""sizes"":""(max-width: 1024px) 96vw, 860px"",""src"":""https://rentalscooterbarcelona.com/images/rsb-roller-skates-rental-barcelona-port-olimpic-480-v1.webp"",""srcset"":""https://rentalscooterbarcelona.com/images/rsb-roller-skates-rental-barcelona-port-olimpic-480-v1.webp 480w, https://rentalscooterbarcelona.com/images/rsb-roller-skates-rental-barcelona-port-olimpic-800-v1.webp 800w"",""width"":""800""}"
PRICES,de,1427,"{""tag"":""img"",""line"":1427,""alt"":""Skateboard- und Longboard-Verleih in Barcelona nahe Port Olímpic"",""class"":""service-photo-board"",""decoding"":""async"",""height"":""533"",""loading"":""lazy"",""sizes"":""(max-width: 1024px) 96vw, 860px"",""src"":""https://rentalscooterbarcelona.com/images/rsb-skateboard-rental-barcelona-vila-olimpica-800.webp"",""width"":""800""}"
PRICES,de,1439,"{""tag"":""img"",""line"":1439,""alt"":""RSB Rental Scooter Barcelona Shop in Vila Olímpica nahe Port Olímpic und Barceloneta"",""decoding"":""async"",""height"":""800"",""loading"":""lazy"",""sizes"":""(max-width: 640px) 92vw, (max-width: 1024px) 86vw, 980px"",""src"":""https://rentalscooterbarcelona.com/images/rsb-barcelona-rental-shop-interior-inline-skates-bike-vila-olimpica-640.webp"",""srcset"":""https://rentalscooterbarcelona.com/images/rsb-barcelona-rental-shop-interior-inline-skates-bike-vila-olimpica-640.webp 640w, https://rentalscooterbarcelona.com/images/rsb-barcelona-rental-shop-interior-inline-skates-bike-vila-olimpica-1200.webp 1200w"",""width"":""1200""}"
PRICES,de,1477,"{""tag"":""img"",""line"":1477,""alt"":""RSB Fahrradverleih in Vila Olímpica, Barcelona"",""decoding"":""async"",""height"":""675"",""loading"":""lazy"",""sizes"":""(max-width: 1024px) 96vw, 860px"",""src"":""https://rentalscooterbarcelona.com/images/rsb-bike-rental-shop-olympic-village-barcelona.webp"",""width"":""1200""}"
PRICES,de,1567,"{""tag"":""img"",""line"":1567,""alt"":""Scooter-, Fahrrad-, Inlineskates-, Skateboard- und Longboard-Verleih nahe dem Strand der Barceloneta in Barcelona"",""decoding"":""async"",""height"":""899"",""loading"":""lazy"",""sizes"":""(max-width: 768px) 94vw, 980px"",""src"":""https://rentalscooterbarcelona.com/images/rsb-barcelona-rental-hero-group-beach-800-v1.webp"",""srcset"":""https://rentalscooterbarcelona.com/images/rsb-barcelona-rental-hero-group-beach-480-v1.webp 480w, https://rentalscooterbarcelona.com/images/rsb-barcelona-rental-hero-group-beach-800-v1.webp 800w, https://rentalscooterbarcelona.com/images/rsb-barcelona-rental-hero-group-beach-1600-v1.webp 1600w"",""width"":""1600""}"
PRICES,de,1608,"{""tag"":""img"",""line"":1608,""alt"":""Logo von RSB Rental Scooter Barcelona"",""decoding"":""async"",""height"":""44"",""loading"":""lazy"",""sizes"":""44px"",""src"":""https://rentalscooterbarcelona.com/images/rsb-barcelona-rental-logo-2-88-v1.webp"",""srcset"":""https://rentalscooterbarcelona.com/images/rsb-barcelona-rental-logo-2-88-v1.webp 88w, https://rentalscooterbarcelona.com/images/rsb-barcelona-rental-logo-2-140-v1.webp 140w"",""width"":""44""}"
PRICES,nl,1265,"{""tag"":""img"",""line"":1265,""alt"":""Logo van RSB Rental Scooter Barcelona"",""decoding"":""async"",""height"":""70"",""sizes"":""70px"",""src"":""https://rentalscooterbarcelona.com/images/rsb-barcelona-rental-logo-2-140-v1.webp"",""srcset"":""https://rentalscooterbarcelona.com/images/rsb-barcelona-rental-logo-2-88-v1.webp 88w, https://rentalscooterbarcelona.com/images/rsb-barcelona-rental-logo-2-140-v1.webp 140w"",""width"":""70""}"
PRICES,nl,1345,"{""tag"":""img"",""line"":1345,""alt"":""Groep die geniet van scooter-, fiets-, inline skates-, skateboard- en longboardverhuur op het strand van Barceloneta in Barcelona"",""class"":""hero-photo zoom"",""decoding"":""async"",""fetchpriority"":""high"",""height"":""449"",""loading"":""eager"",""sizes"":""100vw"",""src"":""https://rentalscooterbarcelona.com/images/rsb-barcelona-rental-hero-group-beach-800-v1.webp"",""srcset"":""https://rentalscooterbarcelona.com/images/rsb-barcelona-rental-hero-group-beach-480-v1.webp 480w, https://rentalscooterbarcelona.com/images/rsb-barcelona-rental-hero-group-beach-800-v1.webp 800w, https://rentalscooterbarcelona.com/images/rsb-barcelona-rental-hero-group-beach-1600-v1.webp 1600w"",""width"":""800""}"
PRICES,nl,1400,"{""tag"":""img"",""line"":1400,""alt"":""Scooterverhuur in Barcelona vlak bij Port Olímpic en Vila Olímpica"",""class"":""service-photo-scooter"",""decoding"":""async"",""height"":""533"",""loading"":""lazy"",""sizes"":""(max-width: 1024px) 96vw, 860px"",""src"":""https://rentalscooterbarcelona.com/images/rsb-scooter-rental-barcelona-vila-olimpica-800.webp"",""width"":""800""}"
PRICES,nl,1410,"{""tag"":""img"",""line"":1410,""alt"":""Inline skates verhuur in Barcelona aan de boulevard bij Vila Olímpica"",""class"":""service-photo-inline"",""decoding"":""async"",""height"":""533"",""loading"":""lazy"",""sizes"":""(max-width: 1024px) 96vw, 860px"",""src"":""https://rentalscooterbarcelona.com/images/rsb-inline-skates-family-barcelona-beach-800-v1.webp"",""srcset"":""https://rentalscooterbarcelona.com/images/rsb-inline-skates-family-barcelona-beach-480-v1.webp 480w, https://rentalscooterbarcelona.com/images/rsb-inline-skates-family-barcelona-beach-800-v1.webp 800w"",""width"":""800""}"
PRICES,nl,1420,"{""tag"":""img"",""line"":1420,""alt"":""Stadsfietsverhuur in Vila Olímpica, Barcelona"",""class"":""service-photo-bike"",""decoding"":""async"",""height"":""533"",""loading"":""lazy"",""sizes"":""(max-width: 1024px) 96vw, 860px"",""src"":""https://rentalscooterbarcelona.com/images/rsb-bike-rental-barcelona-vila-olimpica-800.webp"",""width"":""800""}"
PRICES,nl,1429,"{""tag"":""img"",""line"":1429,""alt"":""Klassieke rolschaatsenverhuur in Barcelona bij Port Olímpic en Barceloneta"",""class"":""service-photo-quad"",""decoding"":""async"",""height"":""711"",""loading"":""lazy"",""sizes"":""(max-width: 1024px) 96vw, 860px"",""src"":""https://rentalscooterbarcelona.com/images/rsb-roller-skates-rental-barcelona-port-olimpic-480-v1.webp"",""srcset"":""https://rentalscooterbarcelona.com/images/rsb-roller-skates-rental-barcelona-port-olimpic-480-v1.webp 480w, https://rentalscooterbarcelona.com/images/rsb-roller-skates-rental-barcelona-port-olimpic-800-v1.webp 800w"",""width"":""800""}"
PRICES,nl,1439,"{""tag"":""img"",""line"":1439,""alt"":""Skateboard- en longboardverhuur in Barcelona vlak bij Port Olímpic"",""class"":""service-photo-board"",""decoding"":""async"",""height"":""533"",""loading"":""lazy"",""sizes"":""(max-width: 1024px) 96vw, 860px"",""src"":""https://rentalscooterbarcelona.com/images/rsb-skateboard-rental-barcelona-vila-olimpica-800.webp"",""width"":""800""}"
PRICES,nl,1451,"{""tag"":""img"",""line"":1451,""alt"":""RSB Rental Scooter Barcelona winkel in Vila Olímpica vlak bij Port Olímpic en Barceloneta"",""decoding"":""async"",""height"":""800"",""loading"":""lazy"",""sizes"":""(max-width: 640px) 92vw, (max-width: 1024px) 86vw, 980px"",""src"":""https://rentalscooterbarcelona.com/images/rsb-barcelona-rental-shop-interior-inline-skates-bike-vila-olimpica-640.webp"",""srcset"":""https://rentalscooterbarcelona.com/images/rsb-barcelona-rental-shop-interior-inline-skates-bike-vila-olimpica-640.webp 640w, https://rentalscooterbarcelona.com/images/rsb-barcelona-rental-shop-interior-inline-skates-bike-vila-olimpica-1200.webp 1200w"",""width"":""1200""}"
PRICES,nl,1489,"{""tag"":""img"",""line"":1489,""alt"":""RSB fietsverhuurwinkel in Vila Olímpica, Barcelona"",""decoding"":""async"",""height"":""675"",""loading"":""lazy"",""sizes"":""(max-width: 1024px) 96vw, 860px"",""src"":""https://rentalscooterbarcelona.com/images/rsb-bike-rental-shop-olympic-village-barcelona.webp"",""width"":""1200""}"
PRICES,nl,1579,"{""tag"":""img"",""line"":1579,""alt"":""Scooter-, fiets-, inline skates-, skateboard- en longboardverhuur nabij het strand van Barceloneta in Barcelona"",""decoding"":""async"",""height"":""899"",""loading"":""lazy"",""sizes"":""(max-width: 768px) 94vw, 980px"",""src"":""https://rentalscooterbarcelona.com/images/rsb-barcelona-rental-hero-group-beach-800-v1.webp"",""srcset"":""https://rentalscooterbarcelona.com/images/rsb-barcelona-rental-hero-group-beach-480-v1.webp 480w, https://rentalscooterbarcelona.com/images/rsb-barcelona-rental-hero-group-beach-800-v1.webp 800w, https://rentalscooterbarcelona.com/images/rsb-barcelona-rental-hero-group-beach-1600-v1.webp 1600w"",""width"":""1600""}"
PRICES,nl,1620,"{""tag"":""img"",""line"":1620,""alt"":""Logo van RSB Rental Scooter Barcelona"",""decoding"":""async"",""height"":""44"",""loading"":""lazy"",""sizes"":""44px"",""src"":""https://rentalscooterbarcelona.com/images/rsb-barcelona-rental-logo-2-88-v1.webp"",""srcset"":""https://rentalscooterbarcelona.com/images/rsb-barcelona-rental-logo-2-88-v1.webp 88w, https://rentalscooterbarcelona.com/images/rsb-barcelona-rental-logo-2-140-v1.webp 140w"",""width"":""44""}"
PRICES,pt,1265,"{""tag"":""img"",""line"":1265,""alt"":""Logótipo da RSB Rental Scooter Barcelona"",""decoding"":""async"",""height"":""70"",""sizes"":""70px"",""src"":""https://rentalscooterbarcelona.com/images/rsb-barcelona-rental-logo-2-140-v1.webp"",""srcset"":""https://rentalscooterbarcelona.com/images/rsb-barcelona-rental-logo-2-88-v1.webp 88w, https://rentalscooterbarcelona.com/images/rsb-barcelona-rental-logo-2-140-v1.webp 140w"",""width"":""70""}"
PRICES,pt,1351,"{""tag"":""img"",""line"":1351,""alt"":""Grupo a aproveitar o aluguer de scooter, bicicleta, patins em linha, skateboard e longboard na praia da Barceloneta, em Barcelona"",""class"":""hero-photo zoom"",""decoding"":""async"",""fetchpriority"":""high"",""height"":""449"",""loading"":""eager"",""sizes"":""100vw"",""src"":""https://rentalscooterbarcelona.com/images/rsb-barcelona-rental-hero-group-beach-800-v1.webp"",""srcset"":""https://rentalscooterbarcelona.com/images/rsb-barcelona-rental-hero-group-beach-480-v1.webp 480w, https://rentalscooterbarcelona.com/images/rsb-barcelona-rental-hero-group-beach-800-v1.webp 800w, https://rentalscooterbarcelona.com/images/rsb-barcelona-rental-hero-group-beach-1600-v1.webp 1600w"",""width"":""800""}"
PRICES,pt,1406,"{""tag"":""img"",""line"":1406,""alt"":""Aluguer de scooter em Barcelona perto de Port Olímpic e Vila Olímpica"",""class"":""service-photo-scooter"",""decoding"":""async"",""height"":""533"",""loading"":""lazy"",""sizes"":""(max-width: 1024px) 96vw, 860px"",""src"":""https://rentalscooterbarcelona.com/images/rsb-scooter-rental-barcelona-vila-olimpica-800.webp"",""width"":""800""}"
PRICES,pt,1416,"{""tag"":""img"",""line"":1416,""alt"":""Aluguer de patins em linha em Barcelona na marginal perto de Vila Olímpica"",""class"":""service-photo-inline"",""decoding"":""async"",""height"":""533"",""loading"":""lazy"",""sizes"":""(max-width: 1024px) 96vw, 860px"",""src"":""https://rentalscooterbarcelona.com/images/rsb-inline-skates-family-barcelona-beach-800-v1.webp"",""srcset"":""https://rentalscooterbarcelona.com/images/rsb-inline-skates-family-barcelona-beach-480-v1.webp 480w, https://rentalscooterbarcelona.com/images/rsb-inline-skates-family-barcelona-beach-800-v1.webp 800w"",""width"":""800""}"
PRICES,pt,1426,"{""tag"":""img"",""line"":1426,""alt"":""Aluguer de bicicletas urbanas em Vila Olímpica, Barcelona"",""class"":""service-photo-bike"",""decoding"":""async"",""height"":""533"",""loading"":""lazy"",""sizes"":""(max-width: 1024px) 96vw, 860px"",""src"":""https://rentalscooterbarcelona.com/images/rsb-bike-rental-barcelona-vila-olimpica-800.webp"",""width"":""800""}"
PRICES,pt,1435,"{""tag"":""img"",""line"":1435,""alt"":""Aluguer de patins de 4 rodas em Barcelona perto de Port Olímpic e da Barceloneta"",""class"":""service-photo-quad"",""decoding"":""async"",""height"":""711"",""loading"":""lazy"",""sizes"":""(max-width: 1024px) 96vw, 860px"",""src"":""https://rentalscooterbarcelona.com/images/rsb-roller-skates-rental-barcelona-port-olimpic-480-v1.webp"",""srcset"":""https://rentalscooterbarcelona.com/images/rsb-roller-skates-rental-barcelona-port-olimpic-480-v1.webp 480w, https://rentalscooterbarcelona.com/images/rsb-roller-skates-rental-barcelona-port-olimpic-800-v1.webp 800w"",""width"":""800""}"
